gridcode,month,date,mean,stdDev,standard_error,count
3,2025_01,2025-01-01,21.389821390825922,6.11132925012095,0.040644764343207324,22608
0,2025_02,2025-02-01,17.614368325524424,3.640651431257722,0.1345623489058459,732
1,2025_02,2025-02-01,16.39926387771979,3.3611269168870024,0.023149377000078974,21081
2,2025_02,2025-02-01,17.863576563309653,3.5132478679468666,0.021900556123070822,25734
3,2025_02,2025-02-01,17.951117326347244,4.439856342166896,0.02960496386610359,22491
0,2025_03,2025-03-01,39.029702970296924,6.0485892525298395,0.22371515486018584,731
1,2025_03,2025-03-01,38.37514828772259,6.865931392590816,0.04797012777378658,20486
2,2025_03,2025-03-01,40.07148550815066,6.871181298176925,0.044174189964235167,24195
3,2025_03,2025-03-01,41.26840546490739,6.596006960118265,0.046677001207029514,19969
0,2025_04,2025-04-01,91.91611314586025,8.108493923645739,0.2984777860522731,738
1,2025_04,2025-04-01,90.06713128755645,9.83424805379015,0.0682259730889274,20777
2,2025_04,2025-04-01,83.76135807914254,9.634250853904478,0.06103252805295321,24918
3,2025_04,2025-04-01,70.45656025513063,11.279094784262842,0.07745783402167429,21204
0,2025_05,2025-05-01,119.0469470105074,10.977641471833262,0.40111428954416484,749
1,2025_05,2025-05-01,113.2354804350271,11.569536985395555,0.07902681823351894,21433
2,2025_05,2025-05-01,105.34407201407356,12.868677970620798,0.07918324376962171,26412
3,2025_05,2025-05-01,86.33669354170051,17.0056596700436,0.11011571211714964,23850
0,2025_06,2025-06-01,152.8525429630688,9.507399652113598,0.3473928226436351,749
1,2025_06,2025-06-01,146.53204623706253,11.353662216200394,0.07755226517509284,21433
2,2025_06,2025-06-01,133.82538687540566,12.674170899017618,0.07798640747448464,26412
3,2025_06,2025-06-01,110.3375382003507,18.12473773695235,0.11736201015223342,23850
0,2025_07,2025-07-01,167.330656889453,11.598543109829983,0.42380154163204625,749
1,2025_07,2025-07-01,156.83986950515904,13.439121207071086,0.09179719034478936,21433
2,2025_07,2025-07-01,140.84531993441587,16.02739584471702,0.09861939160042771,26412
3,2025_07,2025-07-01,109.70980359032995,24.085904202875188,0.15596198822896054,23850
0,2025_08,2025-08-01,130.39798447389404,15.722505232040204,0.5744878380466031,749
1,2025_08,2025-08-01,121.50586263426025,12.54296219653893,0.08567589134007958,21433
2,2025_08,2025-08-01,112.25712636129342,12.538521804811436,0.07715173468850162,26412
3,2025_08,2025-08-01,87.99505100787462,18.796144802016173,0.12170953142012192,23850
0,2025_09,2025-09-01,88.53085762274408,15.306469436703681,0.5592862209324415,749
1,2025_09,2025-09-01,82.23046115144267,12.383361940558185,0.0845857266744292,21433
2,2025_09,2025-09-01,76.82283752011843,10.683203602158613,0.06573563477161265,26412
3,2025_09,2025-09-01,61.45305477876702,12.191082770205577,0.07894017561018607,23850
0,2025_10,2025-10-01,42.64599250322599,5.028352184999476,0.18373199010361602,749
1,2025_10,2025-10-01,40.78494639457419,5.239859191586598,0.03579135452226485,21433
2,2025_10,2025-10-01,40.507963123664894,5.798832106456843,0.03568123604561148,26412
3,2025_10,2025-10-01,36.4707331305416,6.939450314377744,0.04493459988590517,23850
0,2025_11,2025-11-01,20.777370393887825,2.3216721376765506,0.08483205362901076,749
1,2025_11,2025-11-01,20.781519108873304,2.500147436355167,0.01707749387544596,21433
2,2025_11,2025-11-01,21.25273590267067,2.731762484870304,0.016809016066298987,26412
3,2025_11,2025-11-01,21.581317079329636,3.244902767012043,0.0210115212154851,23850
0,2025_12,2025-12-01,14.11462280575979,3.3468192787854227,0.12229011492926259,749
1,2025_12,2025-12-01,13.08958702758498,3.9482003348188752,0.02696855635649989,21433
2,2025_12,2025-12-01,14.609909447262025,4.183958743191615,0.025744635605968118,26412
3,2025_12,2025-12-01,14.595957313339849,5.259449708846534,0.034056194306544454,23850
